Corpus,System,Pair,Contextual,Features,Merged,AllMinPairs,BetweenMinPairs,WithinMinPairs,AllEntropy,WithinEntropy,SegEntropy,BiphoneEntropy,HiSegTok,LoSegTok,HiSegType,LoSegType
Am,AE_CCons,TS,0,1,Unmerged,40,23,17,3.19E-05,1.41E-05,0.001398383,0.000865406,0.009601088,0.003284967,0.012867079,0.003071125
Am,AE_CCons,Tf,0,1,Unmerged,58,37,21,8.38E-05,4.24E-05,0.002104888,0.001310266,0.025787865,0.003284967,0.017743478,0.003071125
Am,AE_CCons,Ts,0,1,Unmerged,115,56,59,0.000401455,0.000263695,0.002646177,0.001770002,0.05314584,0.003284967,0.067226709,0.003071125
Am,AE_CCons,Tt,0,1,Unmerged,131,62,69,0.000329954,0.000259159,0.003056648,0.002107295,0.091145867,0.003284967,0.07085524,0.003071125
Am,AE_CCons,yw,0,1,Unmerged,44,25,19,6.05E-05,5.07E-05,0.001251177,0.000130141,0.024780384,0.00616758,0.008497738,0.00580421
Am,AE_CCons,CJ,0,1,Unmerged,67,29,38,9.22E-05,7.85E-05,0.00105422,0.000939762,0.006584715,0.005411489,0.007972698,0.006009192
Am,AE_CCons,CS,0,1,Unmerged,177,81,96,0.0002192,0.000155243,0.001400295,0.001246708,0.009601088,0.005411489,0.012867079,0.006009192
Am,AE_CCons,Cf,0,1,Unmerged,223,122,101,0.00025007,0.000147962,0.002392168,0.001889503,0.025787865,0.005411489,0.017743478,0.006009192
Am,AE_CCons,Cs,0,1,Unmerged,253,130,123,0.000256034,0.000187535,0.00316571,0.002597839,0.05314584,0.005411489,0.067226709,0.006009192
Am,AE_CCons,Ct,0,1,Unmerged,286,132,154,0.000320035,0.000251762,0.003756381,0.003075406,0.091145867,0.005411489,0.07085524,0.006009192
Am,AE_CCons,hS,0,1,Unmerged,186,92,94,0.000340648,0.00024774,0.003294764,0.000597115,0.009704161,0.009601088,0.012867079,0.007008926
Am,AE_CCons,hf,0,1,Unmerged,319,168,151,0.000752346,0.000382535,0.00539469,0.001902241,0.025787865,0.009704161,0.017743478,0.007008926
Am,AE_CCons,hs,0,1,Unmerged,340,169,171,0.000762879,0.000425196,0.007142866,0.002151428,0.05314584,0.009704161,0.067226709,0.007008926
Am,AE_CCons,Jd,0,1,Unmerged,246,133,113,0.000375663,0.000235131,0.003496202,0.002987376,0.032134898,0.006584715,0.043617886,0.007972698
Am,AE_CCons,wg,0,1,Unmerged,150,72,78,0.000647178,0.000159197,0.002635524,0.000549592,0.024780384,0.009762564,0.01197523,0.008497738
Am,AE_CCons,gN,0,1,Unmerged,95,45,50,7.02E-05,4.25E-05,0.003793635,0.001705317,0.014487476,0.009762564,0.019775312,0.01197523
Am,AE_CCons,gk,0,1,Unmerged,415,188,227,0.000879695,0.000374239,0.005697142,0.004430788,0.034291559,0.009762564,0.046854434,0.01197523
Am,AE_CCons,Sf,0,1,Unmerged,263,142,121,0.000302949,0.00016456,0.003856601,0.00344838,0.025787865,0.009601088,0.017743478,0.012867079
Am,AE_CCons,Ss,0,1,Unmerged,323,163,160,0.000526338,0.000203476,0.005329941,0.004261489,0.05314584,0.009601088,0.067226709,0.012867079
Am,AE_CCons,vf,0,1,Unmerged,158,92,66,0.000556244,0.000228118,0.005252842,0.003660518,0.025787865,0.012515987,0.017743478,0.012881463
Am,AE_CCons,vb,0,1,Unmerged,185,93,92,0.000201126,0.000116163,0.004389988,0.003618316,0.018545612,0.012515987,0.020731892,0.012881463
Am,AE_CCons,vz,0,1,Unmerged,150,79,71,0.00083646,0.00073827,0.005827824,0.004115688,0.031820437,0.012515987,0.0357279,0.012881463
Am,AE_CCons,fp,0,1,Unmerged,651,333,318,0.000734499,0.000457621,0.008330195,0.005854529,0.025787865,0.025618549,0.032369082,0.017743478
Am,AE_CCons,fs,0,1,Unmerged,575,284,291,0.001053432,0.000654572,0.012298155,0.006708823,0.05314584,0.025787865,0.067226709,0.017743478
Am,AE_CCons,Nm,0,1,Unmerged,95,55,40,7.43E-05,4.00E-05,0.00787842,0.003520844,0.027067134,0.014487476,0.030049555,0.019775312
Am,AE_CCons,Nn,0,1,Unmerged,210,126,84,0.000527914,0.000308813,0.011510637,0.007577933,0.072942382,0.014487476,0.06366291,0.019775312
Am,AE_CCons,bm,0,1,Unmerged,610,290,320,0.000701863,0.000447098,0.007505074,0.005935231,0.027067134,0.018545612,0.030049555,0.020731892
Am,AE_CCons,bp,0,1,Unmerged,714,332,382,0.000827147,0.000498312,0.00728929,0.006168647,0.025618549,0.018545612,0.032369082,0.020731892
Am,AE_CCons,mn,0,1,Unmerged,421,221,200,0.000929855,0.00049798,0.013308591,0.01169119,0.072942382,0.027067134,0.06366291,0.030049555
Am,AE_CCons,pk,0,1,Unmerged,1009,479,530,0.001191066,0.000812234,0.006763325,0.006467884,0.034291559,0.025618549,0.046854434,0.032369082
Am,AE_CCons,pt,0,1,Unmerged,793,391,402,0.000928714,0.000693029,0.011720945,0.008056667,0.091145867,0.025618549,0.07085524,0.032369082
Am,AE_CCons,zs,0,1,Unmerged,232,112,120,0.000427851,0.000307649,0.00611622,0.007067916,0.05314584,0.031820437,0.067226709,0.0357279
Am,AE_CCons,rd,0,1,Unmerged,521,243,278,0.000730083,0.000472608,0.002179077,0.001513449,0.032134898,0.02945441,0.043617886,0.041496149
Am,AE_CCons,rl,0,1,Unmerged,579,277,302,0.001034767,0.000726053,0.003587994,0.00378595,0.048577284,0.02945441,0.054499881,0.041496149
Am,AE_CCons,rn,0,1,Unmerged,351,168,183,0.000658016,0.000353461,0.005040524,0.00248885,0.072942382,0.02945441,0.06366291,0.041496149
Am,AE_CCons,dn,0,1,Unmerged,568,290,278,0.001467798,0.000838544,0.009342966,0.009175956,0.072942382,0.032134898,0.06366291,0.043617886
Am,AE_CCons,dt,0,1,Unmerged,743,412,331,0.001896868,0.000802103,0.010626484,0.009876429,0.091145867,0.032134898,0.07085524,0.043617886
Am,AE_CCons,kt,0,1,Unmerged,824,386,438,0.001373132,0.000852555,0.016094269,0.010768525,0.091145867,0.034291559,0.07085524,0.046854434
Am,AE_CCons,ln,0,1,Unmerged,800,381,419,0.00164474,0.001154408,0.012520974,0.014875255,0.072942382,0.048577284,0.06366291,0.054499881
Am,AE_CCons,st,0,1,Unmerged,696,347,349,0.001722663,0.001106761,0.013807105,0.009941811,0.091145867,0.05314584,0.07085524,0.067226709
Am,AE_VV_l,42,1,1,Unmerged,0,0,0,0,0,0,0,0.003069108,0.001895034,0.001190331,0.000960176
Am,AE_VV_l,4e,1,1,Unmerged,0,0,0,0,0,0,0,0.037232725,0.003069108,0.020196063,0.001190331
Am,AE_VV_l,4E,1,1,Unmerged,0,0,0,0,0,0,0,0.026087395,0.003069108,0.027046757,0.001190331
Am,AE_VV_l,R6,1,1,Unmerged,0,0,0,0,-1.12E-16,-0.00060389,-0.000424495,0.025869963,0.00043274,0.031682214,0.000377597
Am,AE_VV_l,RO,1,1,Unmerged,11,4,7,1.73E-05,1.71E-05,-0.000471569,-0.000388984,0.025869963,0.001261392,0.031682214,0.001521178
Am,AE_VV_l,RU,1,1,Unmerged,4,2,2,6.91E-06,2.88E-06,-0.000345746,-0.000120261,0.025869963,0.002975449,0.031682214,0.002067795
Am,AE_VV_l,R1,1,1,Unmerged,0,0,0,-2.27E-16,0,-0.000262564,-0.000332968,0.025869963,0.005064718,0.031682214,0.004333379
Am,AE_VV_l,R5,1,1,Unmerged,2,1,1,7.13E-08,6.71E-08,-7.60E-05,-0.00033359,0.025869963,0.015975712,0.031682214,0.005329517
Am,AE_VV_l,RE,1,1,Unmerged,21,9,12,2.07E-05,1.86E-05,5.10E-06,0.000147348,0.026087395,0.025869963,0.031682214,0.027046757
Am,AE_VV_l,RI,1,1,Unmerged,26,11,15,3.43E-05,2.02E-05,-1.33E-05,0.000145408,0.025869963,0.023346331,0.031682214,0.023544093
Am,AE_VV_l,6U,1,1,Unmerged,0,0,0,0,0,0,0,0.002975449,0.00043274,0.002067795,0.000377597
Am,AE_VV_l,65,1,1,Unmerged,0,0,0,0,0,0,0,0.015975712,0.00043274,0.005329517,0.000377597
Am,AE_VV_l,6u,1,1,Unmerged,0,0,0,0,0,0,0,0.030567709,0.00043274,0.010303013,0.000377597
Am,AE_VV_l,Oo,1,1,Unmerged,59,30,29,4.45E-05,3.58E-05,6.88E-05,0.0001005,0.012529595,0.001261392,0.012956983,0.001521178
Am,AE_VV_l,Oi,1,1,Unmerged,28,12,16,2.26E-05,1.96E-05,9.94E-05,9.62E-05,0.035534922,0.001261392,0.032336716,0.001521178
Am,AE_VV_l,UW,1,1,Unmerged,13,8,5,1.38E-05,1.32E-05,4.72E-05,-3.36E-05,0.006177568,0.002975449,0.00432259,0.002067795
Am,AE_VV_l,Uu,1,1,Merged,18,10,8,4.60E-05,1.31E-05,0.000142768,4.96E-05,0.030567709,0.002975449,0.010303013,0.002067795
Am,AE_VV_l,Uo,1,1,Merged,23,9,14,2.80E-05,1.88E-05,8.93E-05,0.000113907,0.012529595,0.002975449,0.012956983,0.002067795
Am,AE_VV_l,UV,1,1,Merged,0,0,0,0,5.60E-16,0.000126975,9.10E-05,0.023499043,0.002975449,0.01302531,0.002067795
Am,AE_VV_l,UI,1,1,Unmerged,16,9,7,6.83E-05,4.01E-05,0.000126584,0.000191869,0.023346331,0.002975449,0.023544093,0.002067795
Am,AE_VV_l,Wu,1,1,Unmerged,24,13,11,1.12E-05,5.92E-06,6.40E-06,1.13E-05,0.030567709,0.006177568,0.010303013,0.00432259
Am,AE_VV_l,WV,1,1,Unmerged,8,4,4,2.60E-06,2.24E-06,5.35E-06,1.33E-05,0.023499043,0.006177568,0.01302531,0.00432259
Am,AE_VV_l,Wa,1,1,Unmerged,0,0,0,0,3.36E-16,2.09E-06,1.61E-05,0.01040889,0.006177568,0.013722966,0.00432259
Am,AE_VV_l,c5,1,1,Unmerged,0,0,0,-4.53E-16,2.24E-16,0.000543978,7.04E-05,0.015975712,0.008078369,0.006649309,0.005329517
Am,AE_VV_l,co,1,1,Unmerged,92,44,48,0.000223589,0.000122724,0.000405022,0.000596079,0.012529595,0.008078369,0.012956983,0.006649309
Am,AE_VV_l,cV,1,1,Merged,26,8,18,1.51E-05,1.48E-05,0.000768653,0.000444197,0.023499043,0.008078369,0.01302531,0.006649309
Am,AE_VV_l,ca,1,1,Unmerged,2,1,1,4.25E-07,4.16E-07,0.000300604,0.000480703,0.01040889,0.008078369,0.013722966,0.006649309
Am,AE_VV_l,15,1,1,Unmerged,0,0,0,0,-1.12E-16,5.64E-07,-3.78E-07,0.015975712,0.005064718,0.005329517,0.004333379
Am,AE_VV_l,1a,1,1,Unmerged,0,0,0,0,-1.12E-16,3.53E-07,2.71E-06,0.01040889,0.005064718,0.013722966,0.004333379
Am,AE_VV_l,2I,1,1,Unmerged,0,0,0,0,0,0,0,0.023346331,0.001895034,0.023544093,0.000960176
Am,AE_VV_l,2i,1,1,Unmerged,0,0,0,0,0,0,0,0.035534922,0.001895034,0.032336716,0.000960176
Am,AE_VV_l,uo,1,1,Unmerged,62,33,29,9.98E-05,7.82E-05,-0.00010931,0.000206386,0.030567709,0.012529595,0.012956983,0.010303013
Am,AE_VV_l,uV,1,1,Unmerged,13,6,7,2.64E-05,2.59E-05,-3.11E-05,0.000205107,0.030567709,0.023499043,0.01302531,0.010303013
Am,AE_VV_l,oV,1,1,Unmerged,25,12,13,1.81E-05,1.12E-05,0.000310288,7.15E-05,0.023499043,0.012529595,0.01302531,0.012956983
Am,AE_VV_l,Va,1,1,Unmerged,7,5,2,9.63E-06,1.51E-07,-0.000117553,0.000188664,0.023499043,0.01040889,0.013722966,0.01302531
Am,AE_VV_l,Ve,1,1,Unmerged,24,14,10,2.18E-05,1.85E-05,7.22E-05,0.000206548,0.037232725,0.023499043,0.020196063,0.01302531
Am,AE_VV_l,VE,1,1,Unmerged,5,3,2,5.40E-06,3.35E-06,1.89E-05,0.000309257,0.026087395,0.023499043,0.027046757,0.01302531
Am,AE_VV_l,Ya,1,1,Unmerged,1,0,1,5.42E-07,5.36E-07,-9.86E-05,4.79E-05,0.018388581,0.01040889,0.01441343,0.013722966
Am,AE_VV_l,YI,1,1,Unmerged,50,27,23,0.000142446,3.80E-05,5.11E-05,0.000330617,0.023346331,0.018388581,0.023544093,0.01441343
Am,AE_VV_l,Yi,1,1,Unmerged,59,31,28,0.000136338,0.000109402,0.000129743,0.000172448,0.035534922,0.018388581,0.032336716,0.01441343
Am,AE_VV_l,ae,1,1,Unmerged,6,2,4,3.72E-06,3.58E-06,5.39E-05,2.73E-05,0.037232725,0.01040889,0.020196063,0.013722966
Am,AE_VV_l,a@,1,1,Unmerged,1,0,1,1.61E-06,1.59E-06,2.58E-05,3.40E-05,0.019015157,0.01040889,0.024281306,0.013722966
Am,AE_VV_l,eE,1,1,Unmerged,76,37,39,0.000114612,6.17E-05,-5.04E-05,0.000248096,0.037232725,0.026087395,0.027046757,0.020196063
Am,AE_VV_l,ei,1,1,Unmerged,94,49,45,0.000142255,8.61E-05,-4.86E-06,0.000164168,0.037232725,0.035534922,0.032336716,0.020196063
Am,AE_VV_l,e@,1,1,Unmerged,9,3,6,7.92E-06,3.38E-06,-9.69E-05,8.15E-05,0.037232725,0.019015157,0.024281306,0.020196063
Am,AE_VV_l,EI,1,1,Unmerged,60,28,32,0.000377253,7.29E-05,-2.20E-05,0.000296334,0.026087395,0.023346331,0.027046757,0.023544093
Am,AE_VV_l,E@,1,1,Merged,2,1,1,1.41E-05,3.14E-07,-0.000110971,-0.000119548,0.026087395,0.019015157,0.027046757,0.024281306
Am,AE_VV_l,Ii,1,1,Merged,54,34,20,0.000132976,5.79E-05,0.000240554,0.000131901,0.035534922,0.023346331,0.032336716,0.023544093
Am,AE_VV_N,42,1,1,Unmerged,0,0,0,0,0,-1.59E-07,-2.34E-06,0.003069108,0.001895034,0.001190331,0.000960176
Am,AE_VV_N,4e,1,1,Unmerged,3,1,2,1.58E-06,1.55E-06,8.22E-07,1.63E-06,0.037232725,0.003069108,0.020196063,0.001190331
Am,AE_VV_N,4E,1,1,Unmerged,0,0,0,0,0,7.05E-07,1.52E-06,0.026087395,0.003069108,0.027046757,0.001190331
Am,AE_VV_N,R6,1,1,Unmerged,0,0,0,-3.40E-16,-3.36E-16,-0.000852361,-0.000905312,0.025869963,0.00043274,0.031682214,0.000377597
Am,AE_VV_N,RO,1,1,Unmerged,2,1,1,9.00E-07,3.56E-08,-0.000676106,-0.000686815,0.025869963,0.001261392,0.031682214,0.001521178
Am,AE_VV_N,RU,1,1,Unmerged,0,0,0,-4.53E-16,-5.60E-16,-0.000499992,-0.000727827,0.025869963,0.002975449,0.031682214,0.002067795
Am,AE_VV_N,R1,1,1,Unmerged,14,9,5,4.25E-05,3.01E-05,-0.000380738,-0.000617591,0.025869963,0.005064718,0.031682214,0.004333379
Am,AE_VV_N,R5,1,1,Unmerged,27,17,10,0.000106006,6.01E-05,-0.000109001,-0.000409288,0.025869963,0.015975712,0.031682214,0.005329517
Am,AE_VV_N,RE,1,1,Unmerged,26,11,15,4.77E-05,3.32E-05,1.02E-05,0.000217925,0.026087395,0.025869963,0.031682214,0.027046757
Am,AE_VV_N,RI,1,1,Unmerged,24,11,13,4.26E-05,3.22E-05,-1.69E-05,5.21E-05,0.025869963,0.023346331,0.031682214,0.023544093
Am,AE_VV_N,6U,1,1,Unmerged,0,0,0,0,0,0,0,0.002975449,0.00043274,0.002067795,0.000377597
Am,AE_VV_N,65,1,1,Unmerged,0,0,0,0,0,0,0,0.015975712,0.00043274,0.005329517,0.000377597
Am,AE_VV_N,6u,1,1,Unmerged,0,0,0,0,0,0,0,0.030567709,0.00043274,0.010303013,0.000377597
Am,AE_VV_N,Oo,1,1,Unmerged,10,6,4,8.34E-06,5.40E-06,0.00024381,0.000265152,0.012529595,0.001261392,0.012956983,0.001521178
Am,AE_VV_N,Oi,1,1,Unmerged,13,9,4,2.22E-05,3.97E-06,0.000346381,0.000329916,0.035534922,0.001261392,0.032336716,0.001521178
Am,AE_VV_N,UW,1,1,Unmerged,0,0,0,-1.13E-16,-1.12E-16,3.16E-07,2.13E-06,0.006177568,0.002975449,0.00432259,0.002067795
Am,AE_VV_N,Uu,1,1,Unmerged,0,0,0,0,0,1.01E-06,1.76E-06,0.030567709,0.002975449,0.010303013,0.002067795
Am,AE_VV_N,Uo,1,1,Unmerged,0,0,0,0,0,6.21E-07,2.85E-06,0.012529595,0.002975449,0.012956983,0.002067795
Am,AE_VV_N,UV,1,1,Unmerged,0,0,0,0,0,8.93E-07,3.10E-06,0.023499043,0.002975449,0.01302531,0.002067795
Am,AE_VV_N,UI,1,1,Unmerged,0,0,0,0,-1.12E-16,8.90E-07,2.83E-06,0.023346331,0.002975449,0.023544093,0.002067795
Am,AE_VV_N,Wu,1,1,Unmerged,15,6,9,2.36E-05,1.97E-05,0.000970295,0.000842873,0.030567709,0.006177568,0.010303013,0.00432259
Am,AE_VV_N,WV,1,1,Unmerged,35,12,23,0.000304554,5.38E-05,0.000832849,0.00179812,0.023499043,0.006177568,0.01302531,0.00432259
Am,AE_VV_N,Wa,1,1,Unmerged,28,13,15,5.72E-05,2.81E-05,0.000417345,0.000908733,0.01040889,0.006177568,0.013722966,0.00432259
Am,AE_VV_N,c5,1,1,Unmerged,6,4,2,2.85E-06,8.68E-07,0.000383499,-4.61E-05,0.015975712,0.008078369,0.006649309,0.005329517
Am,AE_VV_N,co,1,1,Unmerged,14,10,4,3.53E-05,1.34E-05,0.000277498,0.000453748,0.012529595,0.008078369,0.012956983,0.006649309
Am,AE_VV_N,cV,1,1,Unmerged,73,45,28,0.00013955,2.78E-05,0.00055418,0.001065172,0.023499043,0.008078369,0.01302531,0.006649309
Am,AE_VV_N,ca,1,1,Unmerged,9,5,4,3.03E-06,2.39E-06,0.000197564,0.000352988,0.01040889,0.008078369,0.013722966,0.006649309
Am,AE_VV_N,15,1,1,Unmerged,10,5,5,7.11E-05,6.08E-05,8.40E-05,7.72E-05,0.015975712,0.005064718,0.005329517,0.004333379
Am,AE_VV_N,1a,1,1,Unmerged,3,1,2,4.19E-07,2.65E-07,5.38E-05,6.78E-05,0.01040889,0.005064718,0.013722966,0.004333379
Am,AE_VV_N,2I,1,1,Unmerged,0,0,0,0,0,0,0,0.023346331,0.001895034,0.023544093,0.000960176
Am,AE_VV_N,2i,1,1,Unmerged,0,0,0,0,0,0,0,0.035534922,0.001895034,0.032336716,0.000960176
Am,AE_VV_N,uo,1,1,Unmerged,37,20,17,6.45E-05,3.24E-05,-0.000219084,5.78E-05,0.030567709,0.012529595,0.012956983,0.010303013
Am,AE_VV_N,uV,1,1,Unmerged,45,25,20,0.000157173,2.70E-05,-5.97E-05,0.000371644,0.030567709,0.023499043,0.01302531,0.010303013
Am,AE_VV_N,oV,1,1,Unmerged,52,33,19,9.15E-05,5.60E-05,0.000361295,0.000918583,0.023499043,0.012529595,0.01302531,0.012956983
Am,AE_VV_N,Va,1,1,Unmerged,40,21,19,6.47E-05,2.67E-05,0.000528584,0.001120611,0.023499043,0.01040889,0.013722966,0.01302531
Am,AE_VV_N,Ve,1,1,Unmerged,82,42,40,0.000218734,0.000180099,0.004667003,0.002170685,0.037232725,0.023499043,0.020196063,0.01302531
Am,AE_VV_N,VE,1,1,Unmerged,40,18,22,4.82E-05,3.31E-05,0.003391318,0.003722629,0.026087395,0.023499043,0.027046757,0.01302531
Am,AE_VV_N,Ya,1,1,Unmerged,46,29,17,4.71E-05,2.10E-05,-0.000284554,0.00029818,0.018388581,0.01040889,0.01441343,0.013722966
Am,AE_VV_N,YI,1,1,Unmerged,59,32,27,8.37E-05,6.14E-05,0.000268431,0.000951749,0.023346331,0.018388581,0.023544093,0.01441343
Am,AE_VV_N,Yi,1,1,Unmerged,62,36,26,0.000277768,0.000208694,0.00056624,0.000922547,0.035534922,0.018388581,0.032336716,0.01441343
Am,AE_VV_N,ae,1,1,Unmerged,35,22,13,4.27E-05,1.36E-05,0.000603134,0.000464222,0.037232725,0.01040889,0.020196063,0.013722966
Am,AE_VV_N,a@,1,1,Unmerged,48,22,26,4.47E-05,3.02E-05,0.000315548,0.000636699,0.019015157,0.01040889,0.024281306,0.013722966
Am,AE_VV_N,eE,1,1,Unmerged,44,18,26,0.000186463,5.27E-05,-0.00017042,0.000988447,0.037232725,0.026087395,0.027046757,0.020196063
Am,AE_VV_N,ei,1,1,Unmerged,50,33,17,0.000140767,5.12E-05,4.81E-06,0.000641242,0.037232725,0.035534922,0.032336716,0.020196063
Am,AE_VV_N,e@,1,1,Unmerged,99,54,45,0.000347804,0.000104032,-0.000347681,0.000760288,0.037232725,0.019015157,0.024281306,0.020196063
Am,AE_VV_N,EI,1,1,Merged,46,15,31,8.01E-05,2.86E-05,0.000256552,0.000823139,0.026087395,0.023346331,0.027046757,0.023544093
Am,AE_VV_N,E@,1,1,Unmerged,105,50,55,0.00042546,0.000371785,-7.05E-05,0.000631168,0.026087395,0.019015157,0.027046757,0.024281306
Am,AE_VV_N,Ii,1,1,Unmerged,35,13,22,7.12E-05,5.10E-05,0.000678372,0.000289076,0.035534922,0.023346331,0.032336716,0.023544093
Am,AE_td_e,ZD,1,1,Unmerged,0,0,0,0,0,0.000388558,6.90E-05,0.004709531,0.00088251,0.000877464,0.000873868
Am,AE_td_e,ZJ,1,1,Unmerged,3,1,2,4.27E-07,4.21E-07,0.000444713,0.000417356,0.006584715,0.00088251,0.007972698,0.000873868
Am,AE_td_e,ZS,1,1,Unmerged,2,1,1,1.08E-06,1.04E-06,0.000508857,0.000735036,0.009601088,0.00088251,0.012867079,0.000873868
Am,AE_td_e,Zz,1,1,Unmerged,0,0,0,1.13E-16,-1.12E-16,0.000716561,0.000680912,0.031820437,0.00088251,0.0357279,0.000873868
Am,AE_td_e,DT,1,1,Unmerged,0,0,0,1.13E-16,-1.12E-16,-6.07E-06,1.99E-05,0.004709531,0.003284967,0.003071125,0.000877464
Am,AE_td_e,DJ,1,1,Unmerged,0,0,0,1.13E-16,-1.12E-16,6.10E-06,5.01E-05,0.006584715,0.004709531,0.007972698,0.000877464
Am,AE_td_e,Dv,1,1,Unmerged,0,0,0,1.13E-16,-1.12E-16,1.74E-05,8.32E-05,0.012515987,0.004709531,0.012881463,0.000877464
Am,AE_td_e,Dz,1,1,Unmerged,5,2,3,1.72E-05,6.73E-06,3.38E-05,9.10E-05,0.031820437,0.004709531,0.0357279,0.000877464
Am,AE_td_e,Dd,1,1,Unmerged,6,3,3,1.08E-05,9.89E-06,3.40E-05,9.31E-05,0.032134898,0.004709531,0.043617886,0.000877464
Am,AE_td_e,Th,1,1,Unmerged,0,0,0,0,2.24E-16,5.28E-05,-4.39E-05,0.009704161,0.003284967,0.007008926,0.003071125
Am,AE_td_e,TS,1,1,Unmerged,0,0,0,1.13E-16,-1.12E-16,5.23E-05,0.00017657,0.009601088,0.003284967,0.012867079,0.003071125
Am,AE_td_e,Tf,1,1,Unmerged,0,0,0,0,0,9.87E-05,0.000145311,0.025787865,0.003284967,0.017743478,0.003071125
Am,AE_td_e,Ts,1,1,Unmerged,1,0,1,7.34E-07,7.26E-07,0.000132846,0.000245101,0.05314584,0.003284967,0.067226709,0.003071125
Am,AE_td_e,Tt,1,1,Unmerged,7,3,4,2.64E-06,1.11E-06,0.000158317,0.000251596,0.091145867,0.003284967,0.07085524,0.003071125
Am,AE_td_e,yw,1,1,Unmerged,0,0,0,0,0,1.02E-08,-1.15E-08,0.024780384,0.00616758,0.008497738,0.00580421
Am,AE_td_e,CJ,1,1,Unmerged,8,3,5,3.60E-06,3.49E-06,3.80E-05,9.45E-05,0.006584715,0.005411489,0.007972698,0.006009192
Am,AE_td_e,CS,1,1,Unmerged,41,19,22,3.88E-05,3.20E-05,8.85E-05,0.000265742,0.009601088,0.005411489,0.012867079,0.006009192
Am,AE_td_e,Cf,1,1,Unmerged,7,3,4,9.61E-07,6.03E-07,0.000222476,0.00016608,0.025787865,0.005411489,0.017743478,0.006009192
Am,AE_td_e,Cs,1,1,Unmerged,32,13,19,2.71E-05,2.40E-05,0.000321443,0.000428403,0.05314584,0.005411489,0.067226709,0.006009192
Am,AE_td_e,Ct,1,1,Unmerged,17,6,11,1.30E-05,1.06E-05,0.000395492,0.000522735,0.091145867,0.005411489,0.07085524,0.006009192
Am,AE_td_e,hS,1,1,Unmerged,0,0,0,0,1.12E-16,-5.63E-08,2.36E-05,0.009704161,0.009601088,0.012867079,0.007008926
Am,AE_td_e,hf,1,1,Unmerged,0,0,0,-1.13E-16,0,6.66E-06,2.77E-05,0.025787865,0.009704161,0.017743478,0.007008926
Am,AE_td_e,hs,1,1,Unmerged,0,0,0,-1.13E-16,-1.12E-16,1.16E-05,3.82E-05,0.05314584,0.009704161,0.067226709,0.007008926
Am,AE_td_e,Jd,1,1,Unmerged,13,7,6,4.34E-06,3.64E-06,0.000743199,0.001094499,0.032134898,0.006584715,0.043617886,0.007972698
Am,AE_td_e,wg,1,1,Unmerged,0,0,0,-2.27E-16,1.12E-16,-0.000109226,-2.35E-05,0.024780384,0.009762564,0.01197523,0.008497738
Am,AE_td_e,gN,1,1,Unmerged,11,6,5,3.40E-06,2.66E-06,8.22E-05,-5.49E-05,0.014487476,0.009762564,0.019775312,0.01197523
Am,AE_td_e,gk,1,1,Unmerged,22,9,13,7.73E-06,6.15E-06,0.000237834,0.000471508,0.034291559,0.009762564,0.046854434,0.01197523
Am,AE_td_e,Sf,1,1,Unmerged,15,10,5,9.70E-06,7.58E-06,0.002076737,0.001769966,0.025787865,0.009601088,0.017743478,0.012867079
Am,AE_td_e,Ss,1,1,Unmerged,25,13,12,1.21E-05,6.47E-06,0.003076995,0.002316425,0.05314584,0.009601088,0.067226709,0.012867079
Am,AE_td_e,vf,1,1,Unmerged,18,10,8,1.31E-05,9.08E-06,0.000680779,0.000452071,0.025787865,0.012515987,0.017743478,0.012881463
Am,AE_td_e,vb,1,1,Unmerged,21,13,8,8.49E-06,3.41E-06,0.000441356,0.000379242,0.018545612,0.012515987,0.020731892,0.012881463
Am,AE_td_e,vz,1,1,Unmerged,29,10,19,3.27E-05,3.01E-05,0.000835467,0.000992821,0.031820437,0.012515987,0.0357279,0.012881463
Am,AE_td_e,fp,1,1,Unmerged,6,3,3,4.00E-06,2.49E-06,1.81E-05,0.00032786,0.025787865,0.025618549,0.032369082,0.017743478
Am,AE_td_e,fs,1,1,Unmerged,12,6,6,3.02E-06,2.09E-06,0.00030131,0.00069393,0.05314584,0.025787865,0.067226709,0.017743478
Am,AE_td_e,Nm,1,1,Unmerged,7,4,3,1.01E-05,8.82E-06,2.02E-05,0.000106354,0.027067134,0.014487476,0.030049555,0.019775312
Am,AE_td_e,Nn,1,1,Unmerged,6,2,4,3.99E-06,3.89E-06,5.19E-05,0.000138061,0.072942382,0.014487476,0.06366291,0.019775312
Am,AE_td_e,bm,1,1,Unmerged,15,6,9,7.42E-06,4.68E-06,0.000307083,0.000780245,0.027067134,0.018545612,0.030049555,0.020731892
Am,AE_td_e,bp,1,1,Unmerged,15,6,9,7.57E-06,5.89E-06,0.000273199,0.000347764,0.025618549,0.018545612,0.032369082,0.020731892
Am,AE_td_e,mn,1,1,Unmerged,32,14,18,4.31E-05,3.13E-05,0.001151502,0.001497204,0.072942382,0.027067134,0.06366291,0.030049555
Am,AE_td_e,pk,1,1,Unmerged,66,26,40,4.13E-05,2.71E-05,0.000213058,0.000727075,0.034291559,0.025618549,0.046854434,0.032369082
Am,AE_td_e,pt,1,1,Unmerged,35,15,20,1.81E-05,1.53E-05,0.00077983,0.001037641,0.091145867,0.025618549,0.07085524,0.032369082
