Corpus,System,Pair,Contextual,Features,Merged,AllMinPairs,BetweenMinPairs,WithinMinPairs,AllEntropy,WithinEntropy,SegEntropy,BiphoneEntropy,HiSegTok,LoSegTok,HiSegType,LoSegType
Du,D_CC,gN,0,1,Unmerged,0,0,0,4.20E-16,-6.25E-16,0.000431618,0.000174061,0.012189716,0.000297535,0.013871392,0.000697728
Du,D_CC,gG,0,1,Unmerged,2,1,1,8.37E-08,2.85E-08,0.000440669,0.000348423,0.013474789,0.000297535,0.016422433,0.000697728
Du,D_CC,Nm,0,1,Unmerged,102,73,29,4.76E-05,1.96E-05,0.007348162,0.003394273,0.026044951,0.012189716,0.025128712,0.013871392
Du,D_CC,Nn,0,1,Unmerged,86,41,45,0.000112097,2.98E-05,0.009849646,0.006194659,0.056334191,0.012189716,0.047823693,0.013871392
Du,D_CC,NG,0,1,Unmerged,36,16,20,6.19E-06,2.78E-06,0.005451784,0.002455019,0.013474789,0.012189716,0.016422433,0.013871392
Du,D_CC,mn,0,1,Unmerged,510,236,274,0.001032114,0.000379339,0.015780738,0.013485564,0.056334191,0.026044951,0.047823693,0.025128712
Du,D_CC,nl,0,1,Unmerged,1352,612,740,0.001703764,0.000722439,0.022477695,0.022027056,0.056334191,0.049598239,0.049213896,0.047823693
Du,D_CC,nr,0,1,Unmerged,1186,578,608,0.001344614,0.00064182,0.028029884,0.025617721,0.077886082,0.056334191,0.085260256,0.047823693
Du,D_CC,lr,0,1,Unmerged,2360,993,1367,0.002069862,0.001209327,0.026158322,0.027507131,0.077886082,0.049598239,0.085260256,0.049213896
Du,D_CC,fv,0,1,Merged,96,57,39,3.87E-05,1.33E-05,0.006203973,0.004171858,0.022872558,0.010008946,0.020877561,0.013677044
Du,D_CC,fx,0,1,Unmerged,340,179,161,0.00029035,0.000130057,0.007387589,0.006185578,0.035851946,0.010008946,0.02834684,0.013677044
Du,D_CC,fh,0,1,Unmerged,124,48,76,0.000104137,5.30E-05,0.005225167,0.002142922,0.015366321,0.010008946,0.013677044,0.010922901
Du,D_CC,vz,0,1,Unmerged,417,189,228,0.000676484,0.000263163,0.008086534,0.00624277,0.022872558,0.016005753,0.020877561,0.01247331
Du,D_CC,vG,0,1,Unmerged,183,86,97,0.000187528,7.92E-05,0.007357807,0.007371327,0.022872558,0.013474789,0.020877561,0.016422433
Du,D_CC,sz,0,1,Merged,95,49,46,8.16E-05,4.91E-05,0.01158447,0.006414311,0.054368461,0.016005753,0.06536144,0.01247331
Du,D_CC,sx,0,1,Unmerged,496,236,260,0.000422879,0.000280847,0.018612269,0.013015411,0.054368461,0.035851946,0.06536144,0.02834684
Du,D_CC,sh,0,1,Unmerged,146,67,79,0.000100572,4.72E-05,0.011290666,0.004555906,0.054368461,0.015366321,0.06536144,0.010922901
Du,D_CC,zG,0,1,Unmerged,178,85,93,0.0001714,0.000116737,0.00624036,0.004744972,0.016005753,0.013474789,0.016422433,0.01247331
Du,D_CC,jG,0,1,Unmerged,141,57,84,8.00E-05,3.41E-05,0.004019257,0.003273604,0.013474789,0.006944882,0.016422433,0.010533329
Du,D_CC,jw,0,1,Unmerged,154,70,84,0.000571082,4.44E-05,0.005115395,0.003510761,0.024736468,0.006944882,0.014702187,0.010533329
Du,D_CC,xG,0,1,Merged,2,2,0,1.87E-07,0,0.008880471,0.007158001,0.035851946,0.013474789,0.02834684,0.016422433
RP,RP_CC,TD,0,1,Unmerged,3,3,0,4.35E-07,-6.61E-16,0.001738841,0.000637056,0.005145867,0.003764196,0.003076108,0.001033475
RP,RP_CC,Tt,0,1,Merged,173,75,98,0.000355572,0.000290569,0.004214874,0.00347357,0.06707087,0.003764196,0.069150411,0.003076108
RP,RP_CC,Tf,0,1,Merged,86,43,43,8.18E-05,5.29E-05,0.002821867,0.00202824,0.01709884,0.003764196,0.017999484,0.003076108
RP,RP_CC,Ts,0,1,Merged,150,66,84,0.00050445,0.000348657,0.004101936,0.002841427,0.060217848,0.003764196,0.068481692,0.003076108
RP,RP_CC,Th,0,1,Unmerged,72,37,35,4.57E-05,2.54E-05,0.002290202,0.000787439,0.009744187,0.003764196,0.007516402,0.003076108
RP,RP_CC,Dd,0,1,Merged,72,33,39,0.000185132,2.48E-05,0.004451792,0.002248928,0.036215895,0.005145867,0.042070938,0.001033475
RP,RP_CC,Dv,0,1,Merged,18,7,11,6.34E-05,5.30E-06,0.0031798,0.002031479,0.013852865,0.005145867,0.012297135,0.001033475
RP,RP_CC,Dz,0,1,Merged,61,32,29,3.74E-05,1.57E-05,0.004425818,0.001331997,0.035539589,0.005145867,0.036767388,0.001033475
RP,RP_CC,DZ,0,1,Unmerged,5,3,2,1.20E-05,1.14E-05,0.000725896,0.000380914,0.005145867,0.00089457,0.001033475,0.000705195
RP,RP_CC,tp,0,1,Unmerged,1184,557,627,0.001061654,0.000812327,0.016726826,0.014288551,0.06707087,0.028616167,0.069150411,0.031996382
RP,RP_CC,td,0,1,Unmerged,1111,585,526,0.002164706,0.000865241,0.019173227,0.016637716,0.06707087,0.036215895,0.069150411,0.042070938
RP,RP_CC,tk,0,1,Unmerged,1261,548,713,0.00168067,0.001095718,0.019927901,0.01687834,0.06707087,0.038783665,0.069150411,0.04625104
RP,RP_CC,ts,0,1,Unmerged,1670,942,728,0.003106602,0.001726643,0.0252284,0.021216795,0.06707087,0.060217848,0.069150411,0.068481692
RP,RP_CC,tC,0,1,Unmerged,295,108,187,0.000445229,0.000369591,0.007245466,0.006192733,0.06707087,0.007918201,0.069150411,0.007825228
RP,RP_CC,pb,0,1,Unmerged,928,410,518,0.000857651,0.00050174,0.009728658,0.008422451,0.028616167,0.021172437,0.031996382,0.021389282
RP,RP_CC,pk,0,1,Unmerged,1467,654,813,0.001232991,0.000854553,0.013165943,0.01167528,0.038783665,0.028616167,0.04625104,0.031996382
RP,RP_CC,pf,0,1,Unmerged,839,399,440,0.000761087,0.000498672,0.008659397,0.007651503,0.028616167,0.01709884,0.031996382,0.017999484
RP,RP_CC,bd,0,1,Unmerged,645,305,340,0.000856385,0.000463415,0.010826485,0.007179358,0.036215895,0.021172437,0.042070938,0.021389282
RP,RP_CC,bg,0,1,Unmerged,586,252,334,0.000436377,0.000276892,0.005940599,0.004374316,0.021172437,0.011063593,0.021389282,0.012340906
RP,RP_CC,bm,0,1,Unmerged,802,371,431,0.000790789,0.000585447,0.010111635,0.007427906,0.031109309,0.021172437,0.029839459,0.021389282
RP,RP_CC,bv,0,1,Unmerged,208,101,107,0.00019412,0.00011196,0.006735731,0.004630768,0.021172437,0.013852865,0.021389282,0.012297135
RP,RP_CC,dg,0,1,Unmerged,368,178,190,0.000578657,0.000274394,0.007370737,0.0055406,0.036215895,0.011063593,0.042070938,0.012340906
RP,RP_CC,dn,0,1,Unmerged,752,385,367,0.001429421,0.000851426,0.018365279,0.013691214,0.060791939,0.036215895,0.056135923,0.042070938
RP,RP_CC,dz,0,1,Unmerged,2723,1436,1287,0.002691737,0.001823155,0.014250711,0.009455441,0.036215895,0.035539589,0.042070938,0.036767388
RP,RP_CC,dZ,0,1,Unmerged,8,4,4,2.44E-06,1.53E-06,0.001208121,0.001002368,0.036215895,0.00089457,0.042070938,0.000705195
RP,RP_CC,dJ,0,1,Unmerged,340,168,172,0.000476699,0.000328344,0.004861788,0.003796751,0.036215895,0.005851768,0.042070938,0.005374069
RP,RP_CC,kg,0,1,Unmerged,573,252,321,0.000912632,0.000418168,0.007561016,0.006300387,0.038783665,0.011063593,0.04625104,0.012340906
RP,RP_CC,gN,0,1,Unmerged,131,61,70,7.52E-05,4.70E-05,0.005275673,0.001926243,0.016201487,0.011063593,0.019324764,0.012340906
RP,RP_CC,Nm,0,1,Unmerged,107,54,53,7.25E-05,4.49E-05,0.008711958,0.003242966,0.031109309,0.016201487,0.029839459,0.019324764
RP,RP_CC,Nn,0,1,Unmerged,158,93,65,0.000202518,6.57E-05,0.011351183,0.005295648,0.060791939,0.016201487,0.056135923,0.019324764
RP,RP_CC,mn,0,1,Unmerged,585,280,305,0.001052992,0.000597379,0.016854385,0.01473365,0.060791939,0.031109309,0.056135923,0.029839459
RP,RP_CC,nl,0,1,Unmerged,1097,500,597,0.00194721,0.001157946,0.020977577,0.019706125,0.060791939,0.046256212,0.056135923,0.048777582
RP,RP_CC,nr,0,1,Unmerged,410,179,231,0.00078599,0.000468929,0.01902147,0.012103481,0.060791939,0.038588118,0.056135923,0.04667902
RP,RP_CC,lr,0,1,Unmerged,1122,531,591,0.001460753,0.001019965,0.016751823,0.017638265,0.046256212,0.038588118,0.048777582,0.04667902
RP,RP_CC,fv,0,1,Unmerged,204,112,92,0.000403142,0.000272342,0.006098573,0.004937091,0.01709884,0.013852865,0.017999484,0.012297135
RP,RP_CC,fs,0,1,Unmerged,751,343,408,0.001091811,0.000673712,0.011705503,0.008810682,0.060217848,0.01709884,0.068481692,0.017999484
RP,RP_CC,fS,0,1,Unmerged,305,149,156,0.000302193,0.000169037,0.005435751,0.003600544,0.01709884,0.011172444,0.017999484,0.012720252
RP,RP_CC,fh,0,1,Unmerged,408,193,215,0.000739513,0.000394161,0.005038969,0.002761696,0.01709884,0.009744187,0.017999484,0.007516402
RP,RP_CC,fC,0,1,Unmerged,248,107,141,0.000189465,0.000118832,0.004474579,0.003529088,0.01709884,0.007918201,0.017999484,0.007825228
RP,RP_CC,vz,0,1,Unmerged,221,114,107,0.000816624,0.000709131,0.0083982,0.006262593,0.035539589,0.013852865,0.036767388,0.012297135
RP,RP_CC,vZ,0,1,Unmerged,3,0,3,2.60E-06,2.57E-06,0.000966751,0.001004121,0.013852865,0.00089457,0.012297135,0.000705195
RP,RP_CC,vJ,0,1,Unmerged,93,43,50,0.00016626,0.000120889,0.003434431,0.002944438,0.013852865,0.005851768,0.012297135,0.005374069
RP,RP_CC,sz,0,1,Unmerged,349,175,174,0.000741254,0.000446491,0.018097184,0.010375755,0.060217848,0.035539589,0.068481692,0.036767388
RP,RP_CC,sS,0,1,Unmerged,393,203,190,0.000543373,0.000224811,0.008874207,0.006828661,0.060217848,0.011172444,0.068481692,0.012720252
RP,RP_CC,sh,0,1,Unmerged,362,177,185,0.000754599,0.000422946,0.008091934,0.00323881,0.060217848,0.009744187,0.068481692,0.007516402
RP,RP_CC,zZ,0,1,Unmerged,11,4,7,5.42E-06,4.33E-06,0.001203348,0.000968452,0.035539589,0.00089457,0.036767388,0.000705195
RP,RP_CC,zJ,0,1,Unmerged,158,68,90,0.00021518,0.000114367,0.004832508,0.00276281,0.035539589,0.005851768,0.036767388,0.005374069
RP,RP_CC,SZ,0,1,Unmerged,1,1,0,1.97E-07,2.42E-15,0.000913524,0.001096385,0.011172444,0.00089457,0.012720252,0.000705195
RP,RP_CC,Sh,0,1,Unmerged,251,122,129,0.000337275,0.000247685,0.004140347,0.001277586,0.011172444,0.009744187,0.012720252,0.007516402
RP,RP_CC,SC,0,1,Unmerged,114,39,75,7.27E-05,6.48E-05,0.003711799,0.002806891,0.011172444,0.007918201,0.012720252,0.007825228
RP,RP_CC,ZJ,0,1,Unmerged,3,0,3,2.84E-06,2.81E-06,0.00075642,0.000474783,0.005851768,0.00089457,0.005374069,0.000705195
RP,RP_CC,JC,0,1,Unmerged,148,58,90,0.000148731,0.000121883,0.002690308,0.002170768,0.007918201,0.005851768,0.007825228,0.005374069
RP,RP_CC,hC,0,1,Unmerged,135,59,76,7.89E-05,5.25E-05,0.003480899,0.001428301,0.009744187,0.007918201,0.007825228,0.007516402
RP,RP_CC,jw,0,1,Unmerged,94,45,49,0.000100068,8.11E-05,0.004890543,0.001974886,0.016005512,0.009732093,0.009298842,0.00886843
RP,RP_VV,IE,0,1,Unmerged,450,218,232,0.001000517,0.000441713,0.017800394,0.020638818,0.089995522,0.026268267,0.10703152,0.023217925
RP,RP_VV,Ii,0,1,Unmerged,488,252,236,0.000885543,0.000529902,0.014091368,0.014369497,0.089995522,0.018290209,0.10703152,0.012000467
RP,RP_VV,E{,0,1,Unmerged,454,198,256,0.001049176,0.000559487,0.00882488,0.010543639,0.026268267,0.019007642,0.023217925,0.022802103
RP,RP_VV,EV,0,1,Unmerged,386,171,215,0.000274897,0.000153132,0.007731705,0.009359596,0.026268267,0.014937042,0.023217925,0.013938536
RP,RP_VV,EU,0,1,Unmerged,84,42,42,0.000126656,3.98E-05,0.004027932,0.004171227,0.026268267,0.005172812,0.023217925,0.004724804
RP,RP_VV,Ei,0,1,Unmerged,380,183,197,0.000680512,0.000314496,0.008644164,0.009626103,0.026268267,0.018290209,0.023217925,0.012000467
RP,RP_VV,{V,0,1,Unmerged,754,338,416,0.000550792,0.000383127,0.006671776,0.007600414,0.019007642,0.014937042,0.022802103,0.013938536
RP,RP_VV,{Q,0,1,Unmerged,665,309,356,0.000457094,0.000312428,0.007430203,0.008540184,0.019007642,0.018409576,0.022802103,0.015786632
RP,RP_VV,{B,0,1,Unmerged,290,128,162,0.000495503,0.000195734,0.005008926,0.005304088,0.019007642,0.00890819,0.022802103,0.007951677
RP,RP_VV,VQ,0,1,Unmerged,448,208,240,0.000431259,0.00019603,0.006571194,0.007732702,0.018409576,0.014937042,0.015786632,0.013938536
RP,RP_VV,VU,0,1,Unmerged,37,18,19,6.26E-05,4.58E-05,0.003285278,0.002860257,0.014937042,0.005172812,0.013938536,0.004724804
RP,RP_VV,VK,0,1,Unmerged,362,177,185,0.000359914,0.000175437,0.005135049,0.005087757,0.014937042,0.011285416,0.013938536,0.009636849
RP,RP_VV,QB,0,1,Unmerged,292,132,160,0.000354386,0.000216489,0.004942184,0.004956071,0.018409576,0.00890819,0.015786632,0.007951677
RP,RP_VV,QK,0,1,Unmerged,248,124,124,0.000234566,0.000124299,0.005650557,0.006091405,0.018409576,0.011285416,0.015786632,0.009636849
RP,RP_VV,Uu,0,1,Unmerged,33,13,20,4.91E-05,1.77E-05,0.002761718,0.002520639,0.009768564,0.005172812,0.009257503,0.004724804
RP,RP_VV,iu,0,1,Unmerged,461,213,248,0.000893631,0.000266889,0.005196142,0.004719729,0.018290209,0.009768564,0.012000467,0.009257503
RP,RP_VV,i1,0,1,Unmerged,721,329,392,0.001425862,0.000994638,0.009151062,0.007799374,0.029786959,0.018290209,0.019757608,0.012000467
RP,RP_VV,i2,0,1,Unmerged,697,342,355,0.001480607,0.000994429,0.007636976,0.007099527,0.020231817,0.018290209,0.01457078,0.012000467
RP,RP_VV,i4,0,1,Unmerged,109,48,61,0.000382393,0.000193753,0.001445961,0.001539409,0.018290209,0.001398556,0.012000467,0.001561155
RP,RP_VV,i7,0,1,Unmerged,93,44,49,7.74E-05,5.08E-05,0.003735607,0.003157038,0.018290209,0.005619108,0.012000467,0.004457316
RP,RP_VV,BK,0,1,Unmerged,325,144,181,0.000417631,0.000339611,0.00397054,0.004400379,0.011285416,0.00890819,0.009636849,0.007951677
RP,RP_VV,B3,0,1,Unmerged,241,120,121,0.000373611,0.000193977,0.003174767,0.003394081,0.00890819,0.007206333,0.007951677,0.006439156
RP,RP_VV,B2,0,1,Unmerged,212,88,124,0.000193341,0.000145142,0.005140267,0.004600098,0.020231817,0.00890819,0.01457078,0.007951677
RP,RP_VV,B6,0,1,Unmerged,89,43,46,0.000224418,3.96E-05,0.003071381,0.00258064,0.00890819,0.00676745,0.007951677,0.004367343
RP,RP_VV,Ku,0,1,Unmerged,312,157,155,0.000292295,0.000159577,0.004165939,0.003548767,0.011285416,0.009768564,0.009636849,0.009257503
RP,RP_VV,K4,0,1,Unmerged,132,52,80,0.000131136,5.63E-05,0.001261381,0.001119062,0.011285416,0.001398556,0.009636849,0.001561155
RP,RP_VV,K5,0,1,Unmerged,550,257,293,0.000700528,0.000336223,0.005028188,0.004873776,0.014285486,0.011285416,0.014259521,0.009636849
RP,RP_VV,K9,0,1,Merged,40,23,17,1.98E-05,9.94E-06,0.001304305,0.000997115,0.011285416,0.001467163,0.009636849,0.00158304
RP,RP_VV,u4,0,1,Unmerged,95,44,51,7.93E-05,3.92E-05,0.001207081,0.001008034,0.009768564,0.001398556,0.009257503,0.001561155
RP,RP_VV,u5,0,1,Unmerged,445,208,237,0.000460279,0.000267219,0.004655219,0.004325686,0.014285486,0.009768564,0.014259521,0.009257503
RP,RP_VV,u6,0,1,Unmerged,195,89,106,8.45E-05,5.29E-05,0.00320581,0.002352882,0.009768564,0.00676745,0.009257503,0.004367343
RP,RP_VV,u9,0,1,Unmerged,25,13,12,5.79E-06,4.05E-06,0.001247508,0.0010684,0.009768564,0.001467163,0.009257503,0.00158304
RP,RP_VV,35,0,1,Unmerged,259,114,145,0.000225648,0.000170686,0.003928176,0.003817555,0.014285486,0.007206333,0.014259521,0.006439156
RP,RP_VV,38,0,1,Merged,133,67,66,0.000210507,5.85E-05,0.002128901,0.001537252,0.007206333,0.004124705,0.006439156,0.002028042
RP,RP_VV,12,0,1,Unmerged,741,343,398,0.007416657,0.006558378,0.009671287,0.007940386,0.029786959,0.020231817,0.019757608,0.01457078
RP,RP_VV,15,0,1,Unmerged,751,369,382,0.0010255,0.000561659,0.007955285,0.007148182,0.029786959,0.014285486,0.019757608,0.014259521
RP,RP_VV,17,0,1,Unmerged,84,36,48,9.26E-05,3.42E-05,0.004438693,0.003386488,0.029786959,0.005619108,0.019757608,0.004457316
RP,RP_VV,18,0,1,Unmerged,101,45,56,6.68E-05,3.56E-05,0.003596868,0.001574468,0.029786959,0.004124705,0.019757608,0.002028042
RP,RP_VV,19,0,1,Unmerged,17,6,11,8.89E-06,4.25E-06,0.0016963,0.000779653,0.029786959,0.001467163,0.019757608,0.00158304
RP,RP_VV,24,0,1,Merged,104,45,59,0.000162722,8.61E-05,0.001484989,0.001423566,0.020231817,0.001398556,0.01457078,0.001561155
RP,RP_VV,56,0,1,Unmerged,216,109,107,0.000635211,0.000491231,0.003788143,0.003354585,0.014285486,0.00676745,0.014259521,0.004367343
RP,RP_VV,58,0,1,Unmerged,99,42,57,5.73E-05,3.50E-05,0.00280632,0.001184946,0.014285486,0.004124705,0.014259521,0.002028042
RP,RP_VV,78,0,1,Merged,178,90,88,0.000391585,0.000149545,0.001902288,0.001689209,0.005619108,0.004124705,0.004457316,0.002028042
RP,RP_VV,79,0,1,Unmerged,31,14,17,1.53E-05,1.40E-05,0.001035577,0.001043893,0.005619108,0.001467163,0.004457316,0.00158304
Am,AE_VV,42,0,1,Unmerged,133,74,59,0.00033816,9.85E-05,0.000967817,0.000387774,0.003069108,0.001895034,0.001190331,0.000960176
Am,AE_VV,4e,0,1,Unmerged,174,95,79,0.000298826,0.000200825,0.003182004,0.001278981,0.037232725,0.003069108,0.020196063,0.001190331
Am,AE_VV,4E,0,1,Unmerged,22,12,10,2.38E-05,3.95E-06,0.002876738,0.00152425,0.026087395,0.003069108,0.027046757,0.001190331
Am,AE_VV,R6,0,1,Unmerged,16,8,8,6.72E-06,3.74E-06,0.000646992,0.00035668,0.025869963,0.00043274,0.031682214,0.000377597
Am,AE_VV,RO,0,1,Merged,28,9,19,4.53E-05,4.33E-05,0.001496023,0.001579457,0.025869963,0.001261392,0.031682214,0.001521178
Am,AE_VV,RU,0,1,Unmerged,52,27,25,0.000226409,9.76E-05,0.00280762,0.002474032,0.025869963,0.002975449,0.031682214,0.002067795
Am,AE_VV,R1,0,1,Unmerged,137,78,59,0.000208695,8.91E-05,0.004043553,0.003075216,0.025869963,0.005064718,0.031682214,0.004333379
Am,AE_VV,R5,0,1,Unmerged,192,92,100,0.000582498,0.000236343,0.00815849,0.004716393,0.025869963,0.015975712,0.031682214,0.005329517
Am,AE_VV,RE,0,1,Unmerged,150,71,79,0.000301046,0.000211771,0.010559712,0.010428265,0.026087395,0.025869963,0.031682214,0.027046757
Am,AE_VV,RI,0,1,Unmerged,262,123,139,0.000258031,0.000199298,0.00998377,0.009505192,0.025869963,0.023346331,0.031682214,0.023544093
Am,AE_VV,6U,0,1,Unmerged,2,2,0,6.50E-07,-1.12E-16,0.000380332,0.000209311,0.002975449,0.00043274,0.002067795,0.000377597
Am,AE_VV,65,0,1,Unmerged,27,17,10,4.68E-05,6.58E-06,0.000586479,0.000193363,0.015975712,0.00043274,0.005329517,0.000377597
Am,AE_VV,6u,0,1,Unmerged,58,33,25,8.71E-05,1.62E-05,0.000668003,0.000316164,0.030567709,0.00043274,0.010303013,0.000377597
Am,AE_VV,Oo,0,1,Unmerged,110,51,59,0.000148107,0.000110774,0.001237029,0.001207524,0.012529595,0.001261392,0.012956983,0.001521178
Am,AE_VV,Oi,0,1,Unmerged,88,38,50,0.000403937,0.00020159,0.001611043,0.001646904,0.035534922,0.001261392,0.032336716,0.001521178
Am,AE_VV,UW,0,1,Unmerged,21,11,10,1.75E-05,1.45E-05,0.001692504,0.000843836,0.006177568,0.002975449,0.00432259,0.002067795
Am,AE_VV,Uu,0,1,Unmerged,30,14,16,5.96E-05,2.62E-05,0.002945992,0.001475774,0.030567709,0.002975449,0.010303013,0.002067795
Am,AE_VV,Uo,0,1,Unmerged,53,27,26,9.01E-05,4.59E-05,0.002223,0.001697541,0.012529595,0.002975449,0.012956983,0.002067795
Am,AE_VV,UV,0,1,Unmerged,33,16,17,6.09E-05,4.52E-05,0.002728446,0.00214309,0.023499043,0.002975449,0.01302531,0.002067795
Am,AE_VV,UI,0,1,Unmerged,109,55,54,0.000359739,0.000258333,0.002723091,0.002517469,0.023346331,0.002975449,0.023544093,0.002067795
Am,AE_VV,Wu,0,1,Unmerged,188,92,96,0.000667859,0.000595601,0.004879551,0.002525438,0.030567709,0.006177568,0.010303013,0.00432259
Am,AE_VV,WV,0,1,Unmerged,101,46,55,0.000336467,7.96E-05,0.004450978,0.003385429,0.023499043,0.006177568,0.01302531,0.00432259
Am,AE_VV,Wa,0,1,Unmerged,96,45,51,0.000109118,6.63E-05,0.003211025,0.003124441,0.01040889,0.006177568,0.013722966,0.00432259
Am,AE_VV,c5,0,1,Unmerged,77,39,38,0.000109261,4.87E-05,0.004501498,0.002466064,0.015975712,0.008078369,0.006649309,0.005329517
Am,AE_VV,co,0,1,Unmerged,239,120,119,0.000552588,0.000216288,0.004046304,0.003574349,0.012529595,0.008078369,0.012956983,0.006649309
Am,AE_VV,cV,0,1,Unmerged,211,109,102,0.000233403,9.32E-05,0.005265074,0.004413089,0.023499043,0.008078369,0.01302531,0.006649309
Am,AE_VV,ca,0,1,Merged,71,39,32,6.96E-05,5.17E-05,0.003714176,0.003484271,0.01040889,0.008078369,0.013722966,0.006649309
Am,AE_VV,15,0,1,Merged,148,64,84,0.000282719,0.0002413,0.003404873,0.002640053,0.015975712,0.005064718,0.005329517,0.004333379
Am,AE_VV,1a,0,1,Unmerged,140,74,66,0.000265667,0.000121104,0.002868614,0.002633595,0.01040889,0.005064718,0.013722966,0.004333379
Am,AE_VV,2I,0,1,Unmerged,24,12,12,9.35E-05,9.38E-06,0.001972968,0.001342532,0.023346331,0.001895034,0.023544093,0.000960176
Am,AE_VV,2i,0,1,Unmerged,110,48,62,0.000254021,0.000159778,0.002198978,0.001314923,0.035534922,0.001895034,0.032336716,0.000960176
Am,AE_VV,uo,0,1,Unmerged,384,186,198,0.000951881,0.00071041,0.007617457,0.004547612,0.030567709,0.012529595,0.012956983,0.010303013
Am,AE_VV,uV,0,1,Unmerged,189,94,95,0.000273973,0.000110881,0.010852683,0.004898994,0.030567709,0.023499043,0.01302531,0.010303013
Am,AE_VV,oV,0,1,Unmerged,266,144,122,0.000394372,0.000167975,0.006824982,0.005834498,0.023499043,0.012529595,0.01302531,0.012956983
Am,AE_VV,Va,0,1,Unmerged,261,129,132,0.000250769,0.000132456,0.006131001,0.005875416,0.023499043,0.01040889,0.013722966,0.01302531
Am,AE_VV,Ve,0,1,Unmerged,331,169,162,0.000669843,0.000375683,0.011883883,0.008073034,0.037232725,0.023499043,0.020196063,0.01302531
Am,AE_VV,VE,0,1,Unmerged,294,144,150,0.000271039,0.000147335,0.010058161,0.010282365,0.026087395,0.023499043,0.027046757,0.01302531
Am,AE_VV,Ya,0,1,Unmerged,246,126,120,0.000737222,0.0002032,0.005524364,0.005232596,0.018388581,0.01040889,0.01441343,0.013722966
Am,AE_VV,YI,0,1,Unmerged,334,172,162,0.000967701,0.000273864,0.008395682,0.008000164,0.023346331,0.018388581,0.023544093,0.01441343
Am,AE_VV,Yi,0,1,Unmerged,578,312,266,0.001510319,0.00100216,0.010146081,0.008949594,0.035534922,0.018388581,0.032336716,0.01441343
Am,AE_VV,ae,0,1,Unmerged,318,151,167,0.000437527,0.000244939,0.00733357,0.006950863,0.037232725,0.01040889,0.020196063,0.013722966
Am,AE_VV,a@,0,1,Unmerged,408,200,208,0.000419034,0.000281593,0.005605663,0.006337194,0.019015157,0.01040889,0.024281306,0.013722966
Am,AE_VV,eE,0,1,Unmerged,378,182,196,0.000838418,0.000375584,0.012580109,0.010167282,0.037232725,0.026087395,0.027046757,0.020196063
Am,AE_VV,ei,0,1,Unmerged,584,285,299,0.001234995,0.000814787,0.014783533,0.009923727,0.037232725,0.035534922,0.032336716,0.020196063
Am,AE_VV,e@,0,1,Unmerged,409,213,196,0.000819686,0.000328763,0.010551031,0.008751115,0.037232725,0.019015157,0.024281306,0.020196063
Am,AE_VV,EI,0,1,Unmerged,448,209,239,0.000977313,0.000436642,0.010024646,0.011632976,0.026087395,0.023346331,0.027046757,0.023544093
Am,AE_VV,E@,0,1,Unmerged,409,199,210,0.001098378,0.000614654,0.009003417,0.010634604,0.026087395,0.019015157,0.027046757,0.024281306
Am,AE_VV,Ii,0,1,Unmerged,385,200,185,0.000789557,0.000467862,0.011594473,0.010690973,0.035534922,0.023346331,0.032336716,0.023544093
Am,AE_CCons,Hy,0,1,Unmerged,10,5,5,2.00E-06,1.10E-06,0.000624201,4.16E-05,0.00616758,0.000751372,0.00580421,0.000582579
Am,AE_CCons,Hh,0,1,Unmerged,81,39,42,0.000329076,0.000225912,0.00071456,0.000267344,0.009704161,0.000751372,0.007008926,0.000582579
Am,AE_CCons,Hw,0,1,Merged,37,21,16,7.93E-05,1.85E-05,0.00090549,0.000387382,0.024780384,0.000751372,0.008497738,0.000582579
Am,AE_CCons,ZD,0,1,Unmerged,5,3,2,1.27E-05,1.21E-05,0.00061939,0.000287539,0.004709531,0.00088251,0.000877464,0.000873868
Am,AE_CCons,ZJ,0,1,Unmerged,4,1,3,4.36E-06,4.32E-06,0.000694874,0.000636532,0.006584715,0.00088251,0.007972698,0.000873868
Am,AE_CCons,ZS,0,1,Unmerged,2,1,1,1.08E-06,1.04E-06,0.000781531,0.000940432,0.009601088,0.00088251,0.012867079,0.000873868
Am,AE_CCons,Zz,0,1,Unmerged,6,2,4,3.57E-06,2.69E-06,0.001063988,0.000916329,0.031820437,0.00088251,0.0357279,0.000873868
Am,AE_CCons,DT,0,1,Unmerged,5,5,0,3.08E-06,0,0.001415167,0.000423338,0.004709531,0.003284967,0.003071125,0.000877464
Am,AE_CCons,DJ,0,1,Unmerged,5,3,2,8.01E-05,4.47E-06,0.002065999,0.001042228,0.006584715,0.004709531,0.007972698,0.000877464
Am,AE_CCons,Dv,0,1,Unmerged,11,6,5,6.47E-05,9.80E-06,0.002765401,0.001759146,0.012515987,0.004709531,0.012881463,0.000877464
Am,AE_CCons,Dz,0,1,Unmerged,37,22,15,5.11E-05,1.02E-05,0.003894528,0.001146841,0.031820437,0.004709531,0.0357279,0.000877464
Am,AE_CCons,Dd,0,1,Unmerged,43,21,22,0.000192476,2.59E-05,0.003906915,0.00188543,0.032134898,0.004709531,0.043617886,0.000877464
Am,AE_CCons,Th,0,1,Unmerged,52,26,26,4.60E-05,2.49E-05,0.001405701,0.000446403,0.009704161,0.003284967,0.007008926,0.003071125
